Title, Content, time for action, time from start 
"'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-smtp-server_template1_929eee53"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...","'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-smtp-server_template1_929eee53"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...",0:00,0:19
"'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-smtp-server_template1_929eee53"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...","'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-smtp-server_template1_929eee53"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...",0:00,0:19
'<b>ssp-ci-smtp-server_template1_929eee53</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>','<b>ssp-ci-smtp-server_template1_929eee53</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>',0:00,0:19
"'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-win2008-ldap_template_b7f630e4"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...","'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-win2008-ldap_template_b7f630e4"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...",0:04,0:23
"'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-win2008-ldap_template_b7f630e4"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...","'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-win2008-ldap_template_b7f630e4"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ...",0:00,0:23
'<b>ssp-ci-win2008-ldap_template_b7f630e4</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>','<b>ssp-ci-win2008-ldap_template_b7f630e4</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>',0:01,0:24
"'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-acs_template_ef3517db"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...","'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-acs_template_ef3517db"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...",0:00,0:24
"'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-acs_template_ef3517db"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...","'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-acs_template_ef3517db"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...",0:00,0:24
'<b>ssp-ci-acs_template_ef3517db</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>','<b>ssp-ci-acs_template_ef3517db</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>',0:00,0:24
"'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""TB5-suma-mnt-olinux_0caac368"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...","'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""TB5-suma-mnt-olinux_0caac368"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...",0:02,0:26
"'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""TB5-suma-mnt-olinux_0caac368"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...","'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""TB5-suma-mnt-olinux_0caac368"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ""...",0:00,0:26
'<b>TB5-suma-mnt-olinux_0caac368</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>','<b>TB5-suma-mnt-olinux_0caac368</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>',0:00,0:26
"'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-lnx2_template_64143b0c"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...","'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-lnx2_template_64143b0c"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...",0:05,0:31
"'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-lnx2_template_64143b0c"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...","'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-lnx2_template_64143b0c"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...",0:00,0:31
'<b>ssp-ci-lnx2_template_64143b0c</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>','<b>ssp-ci-lnx2_template_64143b0c</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>',0:00,0:31
"'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-lnx1_template_1bc67fdc"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...","'<b>Deploy From Template</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""vm_name"": ""ssp-ci-lnx1_template_1bc67fdc"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...",0:00,0:31
"'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-lnx1_template_1bc67fdc"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...","'<b>Deploy</b>' resource command on '<b>vCenter VM From Template</b>' completed with output: {""vm_name"": ""ssp-ci-lnx1_template_1bc67fdc"" ""refresh_ip_timeout"": 600.0 ""auto_delete"": ""True"" ...",0:00,0:31
'<b>ssp-ci-lnx1_template_1bc67fdc</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>','<b>ssp-ci-lnx1_template_1bc67fdc</b>' was added to reservation '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>',0:00,0:31
Reservation message: 'Apps are being discovered...',Reservation message: 'Apps are being discovered...',0:00,0:31
Reservation message: 'Connecting all apps',Reservation message: 'Connecting all apps',0:00,0:31
Service '<b>SSP Virtual Network</b>' details were updated. 'Virtual Network' new value is: 2,Service '<b>SSP Virtual Network</b>' details were updated. 'Virtual Network' new value is: 2,0:00,0:31
Service '<b>VLAN Manual1</b>' details were updated. 'Virtual Network' new value is: 250-262,Service '<b>VLAN Manual1</b>' details were updated. 'Virtual Network' new value is: 250-262,0:00,0:31
Service '<b>VLAN Manual2</b>' details were updated. 'Virtual Network' new value is: 250-263,Service '<b>VLAN Manual2</b>' details were updated. 'Virtual Network' new value is: 250-263,0:00,0:31
Service '<b>VLAN Manual3</b>' details were updated. 'Virtual Network' new value is: 250-264,Service '<b>VLAN Manual3</b>' details were updated. 'Virtual Network' new value is: 250-264,0:00,0:31
Service '<b>VLAN Manual4</b>' details were updated. 'Virtual Network' new value is: 250-265,Service '<b>VLAN Manual4</b>' details were updated. 'Virtual Network' new value is: 250-265,0:00,0:31
Service '<b>VLAN Auto</b>' details were updated. 'Virtual Network' new value is: 250-261,Service '<b>VLAN Auto</b>' details were updated. 'Virtual Network' new value is: 250-261,0:00,0:31
'<b>Apply Connectivity Changes</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Apply Connectivity Changes</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:31
'<b>Apply Connectivity Changes</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Apply Connectivity Changes</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:31
"'<b>Apply Connectivity Changes</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""driverResponse"": {""actionResults"": [{""success"": true ""updatedInterface"": ""00:50:56:93:7e:a0"" ...","'<b>Apply Connectivity Changes</b>' resource command on '<b>PIT-VC01</b>' completed with output: {""driverResponse"": {""actionResults"": [{""success"": true ""updatedInterface"": ""00:50:56:93:7e:a0"" ...",0:01,0:32
Reservation message: 'Apps are powering on...',Reservation message: 'Apps are powering on...',0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
Reservation message: 'Waiting for apps IP addresses this may take a while...',Reservation message: 'Waiting for apps IP addresses this may take a while...',0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
"'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""","'<b>Power On</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""finished successfully""",0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' enqueued,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' started,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' failed with 'ValueError' error,0:00,0:32
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.167""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.167""",0:01,0:33
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.80""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.80""",0:00,0:33
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.201""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.201""",0:00,0:33
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.209""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.209""",0:00,0:33
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.204""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.204""",0:00,0:33
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""10.15.2.243""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""10.15.2.243""",0:00,0:33
"'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.90""","'<b>Refresh IP</b>' resource command on '<b>PIT-VC01</b>' completed with output: ""192.168.0.90""",0:00,0:33
Reservation message: 'Reservation setup finished successfully',Reservation message: 'Reservation setup finished successfully',0:00,0:33
'<b>Setup script</b>' environment command on '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>' was completed with output: Logger File Handler is: C:\Program Files (x86)\QualiSystems\TestShell\ExecutionServer\python\2.7....,'<b>Setup script</b>' environment command on '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>' was completed with output: Logger File Handler is: C:\Program Files (x86)\QualiSystems\TestShell\ExecutionServer\python\2.7....,0:00,0:33
'<b>Setup</b>' environment command on '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>' was completed with output: Logger File Handler is: C:\Program Files (x86)\QualiSystems\TestShell\ExecutionServer\python\2.7....,'<b>Setup</b>' environment command on '<b>admin_SSP_PIT_REPLICA_-_DO_NOT_DELETE_some connections</b>' was completed with output: Logger File Handler is: C:\Program Files (x86)\QualiSystems\TestShell\ExecutionServer\python\2.7....,0:00,0:33
